loan_id,applicant_name,credit_score,annual_income,loan_amount,debt_to_income,employment_years,loan_type,loan_status,province,application_date,probability_of_default,loss_given_default,exposure_at_default,expected_loss,risk_weighted_assets,stressed_pd,stressed_expected_loss,additional_capital_needed
LN0251,Michael Anderson,733.0,66467.0,232909,0.21,1,Personal,Current,BC,2020-09-08,0.12666666666666668,0.65,221263.55,18217.365616666666,221263.55,0.25966666666666666,48836.553210833335,30619.18759416667
LN0252,Robert Hudson,450.0,20323.0,93302,0.21,1,Mortgage,Current,BC,2020-09-09,0.23986666666666667,0.25,88636.9,5315.259436666666,31022.914999999997,0.49172666666666665,19613.3073213,14298.047884633332
LN0253,Michael Thompson,687.0,36140.0,68928,0.33,7,Mortgage,Late (30-59 days),BC,2020-09-10,0.1274666666666667,0.25,65481.6,2086.6803200000004,22918.559999999998,0.2613066666666667,7699.8503808000005,5613.1700608
LN0254,Julian Rocha,772.0,22005.0,219303,0.24,0,Mortgage,Current,ON,2020-09-11,0.12,0.25,208337.84999999998,6250.135499999999,72918.24749999998,0.24599999999999997,23062.999994999995,16812.864494999994
LN0255,Brian Peterson,529.0,42001.0,46347,0.43,0,Mortgage,Current,QC,2020-09-12,0.24000000000000005,0.25,44029.65,2641.7790000000005,15410.377499999999,0.49200000000000005,9748.16451,7106.38551
LN0256,Jeffrey Johnson,817.0,51779.0,8121,0.15,2,Auto,Current,AB,2020-09-13,0.08733333333333333,0.4,7714.95,269.50892000000005,5786.2125,0.17903333333333332,828.7399290000001,559.2310090000001
LN0257,Karen Ritter,691.0,30690.0,88793,0.55,2,Auto,Current,ON,2020-09-14,0.17893333333333336,0.4,84353.34999999999,6037.450437333334,63265.0125,0.3668133333333334,18565.160094800005,12527.709657466672
LN0258,Jeffrey Bell,579.0,20000.0,33164,0.3,2,Auto,Current,QC,2020-09-15,0.19373333333333334,0.4,31505.8,2441.4894613333336,23629.35,0.3971533333333333,7507.5800936,5066.090632266666
LN0259,Matthew Wilkerson,644.0,39323.0,292635,0.41,8,Mortgage,Late (30-59 days),ON,2020-09-16,0.14893333333333333,0.25,278003.25,10350.987675,97301.1375,0.3053133333333333,38195.14452075,27844.15684575
LN0260,Wanda Ball,705.0,43247.0,64222,0.2,0,Mortgage,Late (30-59 days),BC,2020-09-17,0.142,0.25,61010.899999999994,2165.8869499999996,21353.814999999995,0.29109999999999997,7992.122845499999,5826.2358955
LN0261,Derek Chavez,657.0,42689.0,159237,0.43,6,Auto,Current,QC,2020-09-18,0.15680000000000002,0.4,151275.15,9487.977408,113456.36249999999,0.32144,29175.530529600004,19687.5531216
LN0262,John Franco,703.0,59534.0,8748,0.24,2,Auto,Current,QC,2020-09-19,0.13693333333333332,0.4,8310.6,455.199264,6232.950000000001,0.2807133333333333,1399.7377368000002,944.5384728000001
LN0263,Brittany Mcknight,557.0,23660.0,31553,0.51,1,Mortgage,Current,ON,2020-09-20,0.23306666666666667,0.25,29975.35,1746.5637266666665,10491.3725,0.47778666666666664,6444.820151399999,4698.256424733333
LN0264,Melissa Dominguez,666.0,47671.0,121547,0.23,13,Auto,Late (60+ days),SK,2020-09-21,0.09186666666666668,0.4,115469.65,4243.124738666667,86602.23749999999,0.18832666666666667,13047.6085714,8804.483832733333
LN0265,Crystal Curry,508.0,58512.0,65380,0.32,1,Mortgage,Current,ON,2020-09-22,0.22986666666666666,0.25,62111.0,3569.3121333333333,21738.85,0.4712266666666666,13170.761772,9601.449638666667
LN0266,Jennifer Campbell,638.0,20000.0,49331,0.17,5,Mortgage,Current,BC,2020-09-23,0.13853333333333337,0.25,46864.45,1623.0721183333337,16402.5575,0.2839933333333334,5989.136116650001,4366.0639983166675
LN0267,Jacob Barajas,559.0,41268.0,232105,0.15,1,Personal,Current,QC,2020-09-24,0.1890666666666667,0.65,220499.75,27097.94927666667,220499.75,0.3875866666666667,72643.34863783335,45545.39936116668
LN0268,Hunter Johnson MD,576.0,29682.0,125617,0.31,3,Mortgage,Current,AB,2020-09-25,0.19080000000000003,0.25,119336.15,5692.334355000001,41767.6525,0.39114000000000004,21004.71376995,15312.37941495
LN0269,Alexander Thompson,773.0,52725.0,80910,0.2,7,Auto,Current,ON,2020-09-26,0.07746666666666667,0.4,76864.5,2381.77464,57648.375,0.15880666666666665,7323.957018000001,4942.182378000001
LN0270,Jeffrey Lopez,759.0,41733.0,212288,0.15,10,Mortgage,Late (60+ days),AB,2020-09-27,0.06106666666666667,0.25,201673.59999999998,3078.8836266666667,70585.75999999998,0.12518666666666667,11361.0805824,8282.196955733332
LN0271,Melvin Jackson,710.0,29884.0,15068,0.45,9,Mortgage,Current,ON,2020-09-28,0.12200000000000003,0.25,14314.599999999999,436.59530000000007,5010.109999999999,0.25010000000000004,1611.036657,1174.4413570000002
LN0272,Haley Jones,540.0,27714.0,59460,0.48,4,Mortgage,Charged Off,QC,2020-09-29,0.22026666666666667,0.25,56487.0,3110.5508,19770.449999999997,0.45154666666666665,11477.932452,8367.381652
LN0273,Regina Perez,656.0,36815.0,51418,0.35,1,Credit Line,Late (30-59 days),BC,2020-09-30,0.17426666666666668,0.7,48847.1,5958.694905333334,48847.1,0.35724666666666666,15705.417286199998,9746.722380866664
LN0274,Carla Thompson,771.0,23508.0,293350,0.38,5,Auto,Current,AB,2020-10-01,0.11053333333333333,0.4,278682.5,12321.482266666666,209011.875,0.2265933333333333,37888.55797000001,25567.075703333343
LN0275,Susan Lucas,664.0,23521.0,133180,0.42,6,Credit Line,Current,BC,2020-10-02,0.15280000000000002,0.7,126521.0,13532.686160000001,126521.0,0.31324,35668.294236,22135.608076
LN0276,Melissa Vasquez,850.0,47655.0,267431,0.37,0,Auto,Current,AB,2020-10-03,0.12440000000000001,0.4,254059.44999999998,12641.998232,190544.5875,0.25502,38874.144563400005,26232.146331400007
LN0277,Nicholas Quinn,689.0,22936.0,27337,0.22,2,Auto,Current,ON,2020-10-04,0.14013333333333333,0.4,25970.149999999998,1455.7134746666666,19477.6125,0.2872733333333333,4476.3189346,3020.6054599333333
LN0278,Rodney Pacheco,669.0,47406.0,156738,0.47,9,Mortgage,Late (30-59 days),MB,2020-10-05,0.1408,0.25,148901.1,5241.31872,52115.385,0.28864,19340.466076800003,14099.147356800004
LN0279,Michelle Kennedy,619.0,43697.0,252667,0.35,3,Mortgage,Current,ON,2020-10-06,0.1784,0.25,240033.65,10705.50079,84011.7775,0.36572,39503.297915099996,28797.797125099998
LN0280,Ricardo Kelly,663.0,20000.0,137233,0.15,1,Mortgage,Current,BC,2020-10-07,0.1474666666666667,0.25,130371.34999999999,4806.357103333334,45629.972499999996,0.30230666666666667,17735.457711299998,12929.100607966664
LN0281,Lisa Hawkins,634.0,27694.0,103064,0.37,10,Mortgage,Current,QC,2020-10-08,0.13746666666666668,0.25,97910.79999999999,3364.8678266666666,34268.77999999999,0.28180666666666665,12416.362280399999,9051.494453733332
LN0282,Carl Beck,720.0,58550.0,251686,0.31,0,Auto,Current,QC,2020-10-09,0.1492,0.4,239101.69999999998,14269.589456,179326.275,0.30585999999999997,43878.9875772,29609.3981212
LN0283,Morgan Campbell,745.0,24527.0,8178,0.39,1,Mortgage,Late (60+ days),ON,2020-10-10,0.1434666666666667,0.25,7769.099999999999,278.65172,2719.1849999999995,0.2941066666666667,1028.2248468,749.5731268
LN0284,Thomas Trevino,571.0,30158.0,36831,0.25,5,Mortgage,Current,QC,2020-10-11,0.17493333333333336,0.25,34989.45,1530.2052800000001,12246.307499999999,0.35861333333333334,5646.4574832,4116.2522032
LN0285,Robyn Coleman,516.0,43687.0,138248,0.22,2,Mortgage,Charged Off,ON,2020-10-12,0.20933333333333334,0.25,131335.6,6873.229733333334,45967.46,0.4291333333333333,25362.217716000003,18488.98798266667
LN0286,Mary Wright,466.0,49679.0,108306,0.14,6,Auto,Current,ON,2020-10-13,0.19840000000000002,0.4,102890.7,8165.405952000001,77168.025,0.40672,25108.623302400007,16943.217350400006
LN0287,Michelle Smith,700.0,32839.0,169726,0.37,0,Auto,Current,ON,2020-10-14,0.16440000000000002,0.4,161239.69999999998,10603.122672000001,120929.775,0.33702,32604.602216400002,22001.4795444
LN0288,Anthony Lee,539.0,28595.0,259292,0.25,1,Personal,Current,QC,2020-10-15,0.2090666666666667,0.65,246327.4,33474.25147733334,246327.4,0.4285866666666667,89736.74338346669,56262.49190613335
LN0289,Joshua Morton,434.0,64147.0,188622,0.27,0,Mortgage,Current,ON,2020-10-16,0.25880000000000003,0.25,179190.9,11593.651230000001,62716.814999999995,0.53054,42780.5730387,31186.921808699997
LN0290,Amanda Ross,656.0,72806.0,180982,0.31,15,Mortgage,Current,ON,2020-10-17,0.0948,0.25,171932.9,4074.8097299999995,60176.51499999999,0.19433999999999998,15036.047903699997,10961.238173699998
LN0291,Kristen Bridges,850.0,53720.0,95417,0.36,2,Mortgage,Current,ON,2020-10-18,0.11253333333333333,0.25,90646.15,2550.1783533333332,31726.152499999997,0.2306933333333333,9410.158123799998,6859.979770466665
LN0292,Richard Lewis,649.0,37576.0,194323,0.31,2,Personal,Current,ON,2020-10-19,0.16693333333333335,0.65,184606.85,20031.073937333338,184606.85,0.3422133333333333,53698.68667046667,33667.61273313333
LN0293,Charles Anderson,733.0,26283.0,16984,0.2,0,Mortgage,Late (60+ days),AB,2020-10-20,0.1308,0.25,16134.8,527.6079599999999,5647.179999999999,0.26814,1946.8733723999999,1419.2654124
LN0294,Dustin Randolph,658.0,26051.0,94312,0.42,0,Auto,Current,MB,2020-10-21,0.18720000000000003,0.4,89596.4,6708.978432000001,67197.29999999999,0.38376000000000005,20630.108678400004,13921.130246400004
LN0295,Jay Obrien,640.0,44757.0,197458,0.27,2,Auto,Current,ON,2020-10-22,0.16573333333333334,0.4,187585.09999999998,12435.641562666668,140688.82499999998,0.33975333333333335,38239.5978052,25803.95624253333
LN0296,Ryan Martin,741.0,42931.0,88291,0.13,0,Mortgage,Late (60+ days),BC,2020-10-23,0.11920000000000003,0.25,83876.45,2499.5182100000006,29356.757499999996,0.24436000000000005,9223.222194900001,6723.703984900001
LN0297,Jesse Hall,620.0,63617.0,274279,0.44,3,Mortgage,Current,BC,2020-10-24,0.18880000000000002,0.25,260565.05,12298.67036,91197.76749999999,0.38704,45382.0936284,33083.4232684
LN0298,Melissa Farmer,676.0,47107.0,5320,0.27,3,Mortgage,Late (60+ days),QC,2020-10-25,0.14600000000000002,0.25,5054.0,184.47100000000003,1768.8999999999999,0.2993,680.69799,496.22699
LN0299,Chelsea Chen,682.0,20000.0,157756,0.31,7,Personal,Late (60+ days),BC,2020-10-26,0.12706666666666666,0.65,149868.19999999998,12378.114198666666,149868.19999999998,0.26048666666666664,33182.86767873333,20804.753480066665
LN0300,Joshua Turner,583.0,82969.5,231921,0.42,5,Auto,Current,ON,2020-10-27,0.19053333333333333,0.4,220324.94999999998,16791.698856,165243.7125,0.3905933333333333,51634.4739822,34842.775126199995
LN0301,Jasmine Wilson,749.0,24361.0,184971,0.48,2,Auto,Current,QC,2020-10-28,0.14733333333333332,0.4,175722.44999999998,10355.909719999998,131791.8375,0.30203333333333326,31844.422388999996,21488.512668999996
LN0302,Jenny Clark,632.0,31145.0,260083,0.31,1,Auto,Current,ON,2020-10-29,0.17906666666666668,0.4,247078.84999999998,17697.434429333334,185309.13749999998,0.36708666666666667,54419.610870200006,36722.17644086667
LN0303,Adrienne Roy,574.0,40138.0,114863,0.38,6,Auto,Current,ON,2020-10-30,0.184,0.4,109119.84999999999,8031.22096,81839.8875,0.3772,24696.004452,16664.783492000002
LN0304,Heather Miller,703.0,80681.0,46777,0.18,6,Auto,Current,BC,2020-10-31,0.10840000000000001,0.4,44438.15,1926.8381840000004,33328.6125,0.22222,5925.027415800002,3998.189231800002
LN0305,Louis Perez,560.0,188986.5,51250,0.21,0,Mortgage,Current,QC,2020-11-01,0.20120000000000002,0.25,48687.5,2448.9812500000003,17040.625,0.41246,9036.7408125,6587.759562499999
LN0306,Kevin Preston,652.0,46290.0,185418,0.19,12,Mortgage,Current,ON,2020-11-02,0.098,0.25,176147.1,4315.603950000001,61651.485,0.2009,15924.5785755,11608.9746255
LN0307,Alyssa Rollins,649.0,33749.0,220834,0.54,0,Mortgage,Current,QC,2020-11-03,0.20520000000000002,0.25,209792.3,10762.344990000001,73427.305,0.42066000000000003,39713.053013100005,28950.708023100004
LN0308,Stephanie Harris,758.0,44972.0,20216,0.33,0,Auto,Current,AB,2020-11-04,0.13640000000000002,0.4,19205.2,1047.8357120000003,14403.900000000001,0.27962000000000004,3222.094814400001,2174.2591024000003
LN0309,Mary Noble,697.0,51795.0,8009,0.16,1,Mortgage,Late (30-59 days),AB,2020-11-05,0.13506666666666667,0.25,7608.549999999999,256.91537166666666,2662.9924999999994,0.27688666666666667,948.01772145,691.1023497833332
LN0310,Christopher Dawson,647.0,31943.0,165399,0.73,12,Auto,Current,BC,2020-11-06,0.16480000000000003,0.4,157129.05,10357.946976000003,117846.78749999999,0.33784000000000003,31850.686951200005,21492.739975200002
LN0311,Elizabeth Frost,731.0,111697.5,150281,0.38,3,Mortgage,Current,QC,2020-11-07,0.13720000000000002,0.25,142766.94999999998,4896.906385,49968.43249999999,0.28126,18069.58456065,13172.67817565
LN0312,Regina Page,789.0,39816.0,184515,0.32,7,Credit Line,Late (30-59 days),QC,2020-11-08,0.08546666666666668,0.7,175289.25,10486.97153,175289.25,0.17520666666666668,27640.6606755,17153.6891455
LN0313,Tanya Rodriguez,705.0,44315.0,20029,0.31,1,Mortgage,Current,ON,2020-11-09,0.14986666666666668,0.25,19027.55,712.8988733333333,6659.642499999999,0.30722666666666665,2630.5968425999995,1917.6979692666662
LN0314,Monica Fitzgerald,651.0,47399.0,215515,0.22,3,Mortgage,Current,ON,2020-11-10,0.15000000000000002,0.25,204739.25,7677.721875000001,71658.73749999999,0.3075,28330.79371875,20653.071843749996
LN0315,Anthony Martin,518.0,42986.0,193069,0.25,2,Credit Line,Current,ON,2020-11-11,0.21213333333333334,0.7,183415.55,27235.986404666666,183415.55,0.43487333333333333,71786.27845229999,44550.292047633324
LN0316,Hannah Malone,656.0,50796.0,119456,0.27,8,Auto,Current,QC,2020-11-12,0.12733333333333333,0.4,113483.2,5780.077653333333,85112.4,0.2610333333333333,17773.738783999997,11993.661130666664
LN0317,Jordan Robinson,619.0,28370.0,247471,0.39,0,Credit Line,Current,QC,2020-11-13,0.19920000000000002,0.7,235097.44999999998,32781.988428,235097.44999999998,0.40836,86403.95521379999,53621.96678579999
LN0318,Anna Jensen,589.0,29047.0,38783,0.47,1,Mortgage,Current,MB,2020-11-14,0.21546666666666667,0.25,36843.85,1984.6553866666666,12895.347499999998,0.44170666666666664,7323.378376799999,5338.722990133333
LN0319,Melissa Roberts,631.0,23387.0,39152,0.54,0,Mortgage,Current,AB,2020-11-15,0.21240000000000003,0.25,37194.4,1975.0226400000004,13018.039999999999,0.43542000000000003,7287.833541600002,5312.810901600002
LN0320,Margaret Johnson,655.0,43295.0,63741,0.41,9,Auto,Current,ON,2020-11-16,0.1392,0.4,60553.95,3371.643936,45415.462499999994,0.28535999999999995,10367.8051032,6996.1611672
LN0321,Heather Malone,702.0,74386.5,34092,0.17,3,Personal,Late (30-59 days),ON,2020-11-17,0.12360000000000003,0.65,32387.399999999998,2602.0037160000006,32387.399999999998,0.25338000000000005,6975.371500200002,4373.367784200002
LN0322,Robert Harrington,642.0,43612.0,153725,0.44,2,Mortgage,Current,ON,2020-11-18,0.18533333333333335,0.25,146038.75,6766.462083333334,51113.5625,0.37993333333333335,24968.245087500003,18201.783004166668
LN0323,Amanda Duncan,656.0,70954.0,235636,0.13,2,Credit Line,Late (30-59 days),BC,2020-11-19,0.14253333333333335,0.7,223854.19999999998,22334.679714666665,223854.19999999998,0.2921933333333333,58867.83439079998,36533.154676133316
LN0324,Adrian Miles,656.0,36234.0,176541,0.2,17,Auto,Current,BC,2020-11-20,0.0816,0.4,167713.94999999998,5474.183328,125785.4625,0.16727999999999998,16833.1137336,11358.9304056
LN0325,Gwendolyn Colon,452.0,47453.0,259136,0.31,9,Personal,Current,SK,2020-11-21,0.20839999999999997,0.65,246179.19999999998,33347.434431999995,246179.19999999998,0.42721999999999993,89396.7761504,56049.3417184
LN0326,Julie Jefferson,556.0,23466.0,166050,0.26,6,Mortgage,Late (30-59 days),QC,2020-11-22,0.1768,0.25,157747.5,6972.4395,55211.625,0.36244,25728.301755,18755.862255
LN0327,Rhonda Nguyen,635.0,31106.0,92592,0.26,1,Mortgage,Current,AB,2020-11-23,0.17186666666666667,0.25,87962.4,3779.4511199999997,30786.839999999997,0.3523266666666666,13946.174632799999,10166.7235128
LN0328,Anthony Lopez,529.0,47964.0,48169,0.37,0,Credit Line,Current,QC,2020-11-24,0.23280000000000003,0.7,45760.549999999996,7457.139228,45760.549999999996,0.47724000000000005,19654.8883938,12197.7491658
LN0329,Leah Nunez,709.0,51003.0,59745,0.5,12,Credit Line,Current,AB,2020-11-25,0.11240000000000001,0.7,56757.75,4465.69977,56757.75,0.23042,11770.308679499998,7304.608909499998
LN0330,Kathryn Franco,803.0,32286.0,115168,0.19,2,Auto,Current,BC,2020-11-26,0.09213333333333334,0.4,109409.59999999999,4032.1084586666675,82057.2,0.18887333333333334,12398.733510400001,8366.625051733334
LN0331,Rachel Gentry,771.0,35290.0,118985,0.26,1,Mortgage,Current,BC,2020-11-27,0.11746666666666668,0.25,113035.75,3319.483191666667,39562.5125,0.24080666666666667,12248.89297725,8929.409785583332
LN0332,Jimmy Morales,628.0,20000.0,272687,0.33,3,Mortgage,Current,QC,2020-11-28,0.17240000000000003,0.25,259052.65,11165.169215000002,90668.42749999999,0.35342,41199.47440335,30034.30518835
LN0333,Steven Cruz,799.0,31482.0,192464,0.32,12,Auto,Current,BC,2020-11-29,0.05480000000000001,0.4,182840.8,4007.870336000001,137130.59999999998,0.11234000000000001,12324.201283200004,8316.330947200004
LN0334,Lori Stewart,664.0,51852.0,26067,0.34,2,Mortgage,Current,QC,2020-11-30,0.16453333333333334,0.25,24763.649999999998,1018.6114699999999,8667.277499999998,0.33729333333333333,3758.6763242999996,2740.0648542999998
LN0335,Cheryl Barnett,616.0,45710.0,56033,0.17,4,Mortgage,Current,ON,2020-12-01,0.15266666666666667,0.25,53231.35,2031.6631916666668,18630.9725,0.31296666666666667,7496.83717725,5465.173985583334
LN0336,Dr. Patrick Moody,588.0,66550.5,50256,0.11,8,Mortgage,Current,ON,2020-12-02,0.13533333333333333,0.25,47743.2,1615.3116,16710.12,0.2774333333333333,5960.499803999999,4345.188203999999
LN0337,Nicholas Hernandez,619.0,37045.0,226705,0.42,2,Personal,Late (60+ days),QC,2020-12-03,0.19213333333333335,0.65,215369.75,26896.810178333337,215369.75,0.39387333333333335,72104.14113191667,45207.330953583325
LN0338,Jared Collins,611.0,36418.0,244455,0.35,1,Mortgage,Current,QC,2020-12-04,0.1922666666666667,0.25,232232.25,11162.63015,81281.28749999999,0.3941466666666667,41190.105253500005,30027.475103500004
LN0339,Emily Guzman,667.0,27885.0,205417,0.24,26,Auto,Current,ON,2020-12-05,0.08200000000000002,0.4,195146.15,6400.7937200000015,146359.6125,0.16810000000000003,19682.440689000006,13281.646969000005
LN0340,Tasha Gutierrez,666.0,48027.0,91803,0.43,15,Auto,Current,ON,2020-12-06,0.10520000000000002,0.4,87212.84999999999,3669.916728,65409.6375,0.21566000000000002,11284.993938600002,7615.077210600002
LN0341,Donald Mcmahon,650.0,42975.0,208814,0.42,9,Auto,Current,ON,2020-12-07,0.14240000000000003,0.4,198373.3,11299.343168000001,148779.97499999998,0.29192,34745.4802416,23446.137073600003
LN0342,Troy Jensen,693.0,44214.0,123843,0.17,5,Auto,Current,QC,2020-12-08,0.11653333333333334,0.4,117650.84999999999,5484.098288,88238.1375,0.23889333333333332,16863.6022356,11379.503947599998
LN0343,Stephen Mcbride,769.0,29424.0,33992,0.29,1,Mortgage,Current,ON,2020-12-09,0.12186666666666666,0.25,32292.399999999998,983.8417866666666,11302.339999999998,0.24982666666666664,3630.3761927999994,2646.5344061333326
LN0344,Todd Ford,744.0,20000.0,217603,0.46,12,Auto,Current,ON,2020-12-10,0.09360000000000002,0.4,206722.84999999998,7739.703504000001,155042.13749999998,0.19188000000000002,23799.588274800004,16059.884770800003
LN0345,Justin Burke,656.0,56323.0,53803,0.36,1,Personal,Current,ON,2020-12-11,0.17546666666666666,0.65,51112.85,5829.590918666666,51112.85,0.3597066666666666,15627.787962733333,9798.197044066666
LN0346,Lindsay French,394.0,29985.0,199549,0.21,8,Auto,Charged Off,ON,2020-12-12,0.22493333333333335,0.4,189571.55,17056.38425866667,142178.66249999998,0.4611133333333333,52448.3815954,35391.99733673333
LN0347,John Stone,743.0,25716.0,149282,0.56,12,Credit Line,Current,AB,2020-12-13,0.10600000000000001,0.7,141817.9,10522.88818,141817.9,0.2173,27735.326702999995,17212.438522999997
LN0348,Jacob Walter,513.0,47924.0,31270,0.33,4,Personal,Current,ON,2020-12-14,0.21306666666666665,0.65,29706.5,4114.152206666667,29706.5,0.4367866666666666,11029.092646333333,6914.940439666666
LN0349,Tracy Morgan,627.0,31045.0,249929,0.27,8,Personal,Current,BC,2020-12-15,0.13893333333333333,0.65,237432.55,21441.742148666664,237432.55,0.2848133333333333,57480.36260623333,36038.62045756666
LN0350,Christopher White,532.0,55490.0,12452,0.53,7,Mortgage,Current,QC,2020-12-16,0.2134666666666667,0.25,11829.4,631.2956466666667,4140.29,0.4376066666666667,2329.4809362,1698.1852895333334
LN0351,Grant Krueger,469.0,46481.0,19859,0.47,1,Auto,Current,SK,2020-12-17,0.2634666666666667,0.4,18866.05,1988.2301226666668,14149.537499999999,0.5401066666666666,6113.8076272,4125.577504533333
LN0352,Dr. John Campbell,704.0,47735.0,37083,0.37,5,Auto,Current,ON,2020-12-18,0.13613333333333336,0.4,35228.85,1918.3283120000003,26421.637499999997,0.27907333333333334,5898.859559400001,3980.5312474
LN0353,Walter White,725.0,21028.0,116462,0.25,0,Mortgage,Late (60+ days),ON,2020-12-19,0.13999999999999999,0.25,110638.9,3872.3614999999995,38723.615,0.2869999999999999,14289.013934999995,10416.652434999996
LN0354,Tammy Floyd,592.0,58969.0,152735,0.37,3,Auto,Late (30-59 days),ON,2020-12-20,0.19160000000000002,0.4,145098.25,11120.329880000001,108823.6875,0.39278,34195.01438100001,23074.684501000007
LN0355,Todd Reilly,390.0,40315.0,254737,0.19,0,Mortgage,Late (30-59 days),ON,2020-12-21,0.26680000000000004,0.25,242000.15,16141.410005000002,84700.05249999999,0.54694,59561.80291845,43420.39291344999
LN0356,Jacob Wright,595.0,31328.0,286197,0.36,2,Auto,Current,BC,2020-12-22,0.19453333333333334,0.4,271887.14999999997,21156.445432,203915.3625,0.3987933333333333,65056.06970339999,43899.62427139999
LN0357,John Torres,689.0,38459.0,147157,0.21,8,Auto,Current,ON,2020-12-23,0.10693333333333332,0.4,139799.15,5979.675642666666,104849.36249999999,0.2192133333333333,18387.5026012,12407.826958533336
LN0358,Tricia Nixon,502.0,20000.0,195167,0.33,21,Auto,Current,ON,2020-12-24,0.15880000000000002,0.4,185408.65,11777.157448000002,139056.4875,0.32554,36214.7591526,24437.6017046
LN0359,Jason Barnes,668.0,42764.0,74517,0.45,1,Credit Line,Current,AB,2020-12-25,0.18146666666666667,0.7,70791.15,8992.363813999998,70791.15,0.37200666666666665,23701.301766899993,14708.937952899994
LN0360,Randall Davis,648.0,24058.0,157225,0.51,3,Mortgage,Current,QC,2020-12-26,0.18600000000000003,0.25,149363.75,6945.414375000001,52277.3125,0.38130000000000003,25628.579043750004,18683.164668750003
LN0361,Abigail Bryant,707.0,31710.0,141319,0.37,3,Mortgage,Current,ON,2020-12-27,0.14560000000000003,0.25,134253.05,4886.811020000001,46988.56749999999,0.29848,18032.3326638,13145.521643799999
LN0362,Anthony Allen,661.0,20000.0,231453,0.38,15,Mortgage,Current,ON,2020-12-28,0.10120000000000001,0.25,219880.34999999998,5562.972855,76958.12249999998,0.20746,20527.36983495,14964.396979950001
LN0363,Jeffrey Jackson,552.0,56674.0,141645,0.44,3,Personal,Current,ON,2020-12-29,0.21600000000000003,0.65,134562.75,18892.6101,134562.75,0.4428,50646.72784500001,31754.117745000007
LN0364,Jacqueline Sharp,769.0,28234.0,84267,0.38,6,Auto,Late (60+ days),MB,2020-12-30,0.10600000000000001,0.4,80053.65,3394.2747600000002,60040.237499999996,0.2173,10437.394887,7043.120127
LN0365,Virginia Edwards,634.0,67069.0,143261,0.45,12,Auto,Current,AB,2020-12-31,0.13640000000000005,0.4,136097.94999999998,7425.504152000002,102073.4625,0.2796200000000001,22833.42526740001,15407.921115400008
LN0366,Caitlyn Phillips,647.0,29309.0,136004,0.45,2,Mortgage,Current,AB,2021-01-01,0.18453333333333335,0.25,129203.79999999999,5960.601973333333,45221.329999999994,0.37829333333333337,21994.6212816,16034.019308266666
LN0367,Dr. Devin Spencer,556.0,20000.0,58687,0.21,11,Auto,Current,MB,2021-01-02,0.14413333333333334,0.4,55752.649999999994,3214.3261146666664,41814.487499999996,0.2954733333333333,9884.052802600001,6669.726687933335
LN0368,Courtney Scott,605.0,23234.0,112615,0.22,12,Mortgage,Late (30-59 days),QC,2021-01-03,0.12040000000000002,0.25,106984.25,3220.2259250000006,37444.487499999996,0.24682,11882.63366325,8662.40773825
LN0369,James Mckinney,561.0,59535.0,32564,0.17,13,Personal,Current,ON,2021-01-04,0.12666666666666668,0.65,30935.8,2547.0475333333334,30935.8,0.25966666666666666,6828.046656666666,4280.999123333333
LN0370,Ryan Sanders,632.0,34120.0,295979,0.27,1,Personal,Late (30-59 days),QC,2021-01-05,0.17426666666666668,0.65,281180.05,31850.201530333336,281180.05,0.35724666666666666,85383.04025631667,53532.83872598334
LN0371,Zachary Short,821.0,29163.0,12697,0.51,2,Personal,Current,BC,2021-01-06,0.13053333333333336,0.65,12062.15,1023.4332203333337,12062.15,0.26759333333333335,2743.588286816667,1720.155066483333
LN0372,Mr. Alan Barker,512.0,38715.0,85165,0.38,10,Personal,Charged Off,AB,2021-01-07,0.18746666666666667,0.65,80906.75,9858.757176666668,80906.75,0.38430666666666663,26429.052892833333,16570.295716166664
LN0373,Ruben James,488.0,44387.0,209994,0.43,2,Auto,Current,QC,2021-01-08,0.24573333333333336,0.4,199494.3,19608.959728,149620.72499999998,0.5037533333333334,60297.55116360001,40688.59143560001
LN0374,Abigail Baker,797.0,56781.0,62823,0.19,4,Personal,Current,QC,2021-01-09,0.08266666666666667,0.65,59681.85,3206.90474,59681.85,0.16946666666666665,8596.971553000001,5390.066813000001
LN0375,Jonathan Johnson,629.0,64821.0,14615,0.43,0,Auto,Current,MB,2021-01-10,0.2,0.4,13884.25,1110.7400000000002,10413.1875,0.41,3415.5255,2304.7855
LN0376,Troy Tucker,583.0,47172.0,81436,0.25,0,Auto,Late (30-59 days),ON,2021-01-11,0.1968,0.4,77364.2,6090.109824000001,58023.149999999994,0.40343999999999997,18727.087708799998,12636.977884799997
LN0377,Anthony Huang,753.0,21366.0,196591,0.44,2,Mortgage,Late (60+ days),AB,2021-01-12,0.14093333333333333,0.25,186761.44999999998,6580.228421666666,65366.50749999999,0.2889133333333333,24281.042875949996,17700.81445428333
LN0378,Corey Cherry,589.0,30779.0,39782,0.21,4,Mortgage,Current,ON,2021-01-13,0.16826666666666668,0.25,37792.9,1589.821326666667,13227.515,0.3449466666666667,5866.440695400001,4276.619368733333
LN0379,Megan Perez,832.0,40300.0,83533,0.19,2,Auto,Current,QC,2021-01-14,0.09213333333333334,0.4,79356.34999999999,2924.546018666667,59517.2625,0.18887333333333334,8992.979007400001,6068.432988733334
